epoch,accuracy,loss,val_accuracy,val_loss
54,0.90625,0.36805275082588196,0.7272727489471436,0.45035630464553833
55,0.859375,0.35666632652282715,0.8181818127632141,0.3787231743335724
56,0.859375,0.3487125039100647,0.9090909361839294,0.318339079618454
57,0.875,0.3134833574295044,0.7272727489471436,0.43733805418014526
58,0.875,0.2904888391494751,0.7272727489471436,0.40150734782218933
59,0.84375,0.3194570541381836,0.4545454680919647,1.1006265878677368
60,0.71875,0.5629496574401855,0.7272727489471436,0.5961793065071106
61,0.4375,1.2189089059829712,0.7272727489471436,0.6551768779754639
62,0.5,1.3845971822738647,0.4545454680919647,1.3049511909484863
63,0.484375,1.0577716827392578,0.6363636255264282,1.0133626461029053
64,0.546875,1.0277451276779175,0.3636363744735718,1.015394687652588
65,0.46875,0.9219406843185425,0.6363636255264282,0.770626962184906
66,0.703125,0.8599681854248047,0.8181818127632141,0.7408024072647095
67,0.78125,0.7423468828201294,0.6363636255264282,0.7713867425918579
68,0.796875,0.7064266800880432,0.9090909361839294,0.6270372867584229
69,0.953125,0.5308114290237427,0.9090909361839294,0.43539783358573914
70,0.953125,0.43311119079589844,0.9090909361839294,0.4001466929912567
71,0.9375,0.3605312705039978,1.0,0.23388825356960297
72,0.953125,0.2938213348388672,1.0,0.22408682107925415
73,1.0,0.20951074361801147,0.9090909361839294,0.30428269505500793
74,0.921875,0.28281986713409424,1.0,0.12925638258457184
75,0.96875,0.19276994466781616,1.0,0.14810657501220703
76,1.0,0.11687993258237839,1.0,0.12804865837097168
77,0.984375,0.11871412396430969,1.0,0.08992104977369308
78,1.0,0.08880879729986191,1.0,0.07390568405389786
79,0.984375,0.08882454037666321,1.0,0.06118866428732872
80,0.984375,0.059738971292972565,1.0,0.052094534039497375
81,1.0,0.06648995727300644,1.0,0.062483012676239014
82,1.0,0.07225602865219116,1.0,0.03256050869822502
83,0.96875,0.057706356048583984,1.0,0.0648713931441307
84,1.0,0.03545090928673744,1.0,0.02695283479988575
85,1.0,0.03824206814169884,1.0,0.019413871690630913
86,1.0,0.026814565062522888,1.0,0.02405823953449726
87,1.0,0.022341661155223846,1.0,0.01807817630469799
88,1.0,0.014707377180457115,1.0,0.009632148779928684
89,1.0,0.017148995772004128,1.0,0.007708798162639141
90,1.0,0.011835792101919651,1.0,0.010922515764832497
91,1.0,0.01092590019106865,1.0,0.009018379263579845
92,1.0,0.0070143211632966995,1.0,0.0051795924082398415
93,1.0,0.0087578808888793,1.0,0.004086660221219063
94,1.0,0.007145830895751715,1.0,0.0038786770310252905
95,1.0,0.005566189996898174,1.0,0.004569161683320999
96,1.0,0.005223258398473263,1.0,0.0038281679153442383
97,1.0,0.004327453672885895,1.0,0.0028604238759726286
98,1.0,0.0038394746370613575,1.0,0.0025933401193469763
99,1.0,0.0037632747553288937,1.0,0.0022236297372728586
100,1.0,0.003423839807510376,1.0,0.002106370171532035
101,1.0,0.003115542232990265,1.0,0.0020102194976061583
102,1.0,0.002821878297254443,1.0,0.0019382655154913664
103,1.0,0.0027244873344898224,1.0,0.0017861101077869534
104,1.0,0.0025977210607379675,1.0,0.0016127369599416852
105,1.0,0.002369906986132264,1.0,0.0014563414733856916
106,1.0,0.0023608021438121796,1.0,0.0014263845514506102
107,1.0,0.002288378309458494,1.0,0.0013710497878491879
108,1.0,0.0020989777985960245,1.0,0.0012096419231966138
109,1.0,0.001957214903086424,1.0,0.001132931443862617
110,1.0,0.0018251421861350536,1.0,0.0011317622847855091
111,1.0,0.0017614626558497548,1.0,0.0011613607639446855
112,1.0,0.00163687439635396,1.0,0.001122797024436295
113,1.0,0.0016674228245392442,1.0,0.0010834371205419302
114,1.0,0.0016123978421092033,1.0,0.0009714876650832593
115,1.0,0.0015323536936193705,1.0,0.0009014559909701347
116,1.0,0.0014941178960725665,1.0,0.0008756596362218261
117,1.0,0.0014113662764430046,1.0,0.0008637034916318953
118,1.0,0.0013580960221588612,1.0,0.0008504505967721343
119,1.0,0.0013667084276676178,1.0,0.0008757589384913445
120,1.0,0.0012801638804376125,1.0,0.0008381949155591428
121,1.0,0.001259880606085062,1.0,0.0007881555357016623
122,1.0,0.0012190518900752068,1.0,0.000731677922885865
123,1.0,0.0012307376600801945,1.0,0.000711323693394661
124,1.0,0.0011625110637396574,1.0,0.0006959934835322201
125,1.0,0.0011497361119836569,1.0,0.000694752496201545
126,1.0,0.0011078909737989306,1.0,0.0007105141412466764
127,1.0,0.0011011154856532812,1.0,0.0007054908783175051
128,1.0,0.001021758303977549,1.0,0.000665369676426053
129,1.0,0.0010338256834074855,1.0,0.0006393222138285637
130,1.0,0.001015227404423058,1.0,0.000619737256783992
131,1.0,0.0009757507359609008,1.0,0.00061143928905949
132,1.0,0.0009643534431234002,1.0,0.0006147210369817913
133,1.0,0.0009032968082465231,1.0,0.0006128760287538171
134,1.0,0.0009163233335129917,1.0,0.0006042319000698626
135,1.0,0.000940229743719101,1.0,0.0005770017160102725
136,1.0,0.0009213000303134322,1.0,0.0005686240619979799
137,1.0,0.0008558538393117487,1.0,0.0005591317312791944
138,1.0,0.0008360404754057527,1.0,0.0005526791210286319
139,1.0,0.0008217166760005057,1.0,0.0005474904319271445
140,1.0,0.0008546658209525049,1.0,0.000537003215868026
141,1.0,0.0007881757337599993,1.0,0.0005247635999694467
142,1.0,0.0008191848755814135,1.0,0.0005160175496712327
143,1.0,0.0007804706692695618,1.0,0.0005069912294857204
144,1.0,0.0007655079825781286,1.0,0.0005001708050258458
145,1.0,0.0007286639302037656,1.0,0.0004776677815243602
146,1.0,0.0007433055434376001,1.0,0.000464768148958683
147,1.0,0.000712077715434134,1.0,0.000451846543001011
148,1.0,0.0007056941976770759,1.0,0.00045438387314788997
149,1.0,0.0006722682155668736,1.0,0.00046725186984986067
150,1.0,0.000676493626087904,1.0,0.00047879942576400936
151,1.0,0.0006563209462910891,1.0,0.0004697744734585285
152,1.0,0.0006573432474397123,1.0,0.0004451829881872982
153,1.0,0.0006548069650307298,1.0,0.0004260415444150567
154,1.0,0.0006178496405482292,1.0,0.00041287054773420095
155,1.0,0.0006173353176563978,1.0,0.0004032159340567887
156,1.0,0.0006068255170248449,1.0,0.00041129550663754344
157,1.0,0.0006110283429734409,1.0,0.00041614100337028503
158,1.0,0.0005969939520582557,1.0,0.0004189613973721862
159,1.0,0.0005894135683774948,1.0,0.00040713275666348636
160,1.0,0.0005380776128731668,1.0,0.00039328046841546893
161,1.0,0.0005368980346247554,1.0,0.00037854965194128454
162,1.0,0.0005731980782002211,1.0,0.0003740342508535832
163,1.0,0.0005273337592370808,1.0,0.0003654930042102933
164,1.0,0.00048253792920149863,1.0,0.00035908364225178957
165,1.0,0.0005135319079272449,1.0,0.0003544820938259363
166,1.0,0.0005078021204099059,1.0,0.00035178568214178085
167,1.0,0.0004993417533114552,1.0,0.0003533315029926598
168,1.0,0.0005232681287452579,1.0,0.00035707399365492165
169,1.0,0.0005165584734641016,1.0,0.0003505018539726734
170,1.0,0.0004865296941716224,1.0,0.00033856125082820654
171,1.0,0.00046773464418947697,1.0,0.0003351819468662143
172,1.0,0.0004643955617211759,1.0,0.0003241068043280393
173,1.0,0.0004512533196248114,1.0,0.00032190780621021986
174,1.0,0.00045225914800539613,1.0,0.00032701477175578475
175,1.0,0.0004741025622934103,1.0,0.0003236573247704655
176,1.0,0.000453905260656029,1.0,0.00032264922629110515
177,1.0,0.0004347273497842252,1.0,0.00031325232703238726
178,1.0,0.0004247681936249137,1.0,0.0003042879980057478
179,1.0,0.0004415369185153395,1.0,0.00029452229500748217
180,1.0,0.0004001534834969789,1.0,0.0002897688536904752
181,1.0,0.00040172674925997853,1.0,0.00028866331558674574
182,1.0,0.0004050119605381042,1.0,0.0002928194298874587
183,1.0,0.00039971742080524564,1.0,0.0003058191214222461
184,1.0,0.000403127953177318,1.0,0.0003108621167484671
185,1.0,0.00038653574301861227,1.0,0.00030806820723228157
186,1.0,0.00041562248952686787,1.0,0.00028518345789052546
187,1.0,0.0004004133807029575,1.0,0.0002701235644053668
188,1.0,0.00036817314685322344,1.0,0.0002628150687087327
189,1.0,0.0003600414493121207,1.0,0.00026290060486644506
190,1.0,0.0003869712818413973,1.0,0.00027029390912503004
191,1.0,0.00038485840195789933,1.0,0.0002789423451758921
192,1.0,0.0003691335441544652,1.0,0.0002858042425941676
193,1.0,0.00035319614107720554,1.0,0.00028823825414292514
194,1.0,0.00038558593951165676,1.0,0.0002749648701865226
195,1.0,0.0003506588691379875,1.0,0.0002598183345980942
196,1.0,0.00033122827881015837,1.0,0.00024944538017734885
197,1.0,0.0003401741851121187,1.0,0.00024177889281418175
198,1.0,0.0003394272061996162,1.0,0.00023815086751710624
199,1.0,0.000355727068381384,1.0,0.00024200446205213666
200,1.0,0.0003412893565837294,1.0,0.0002512390783522278
201,1.0,0.00031335261883214116,1.0,0.0002539127308409661
202,1.0,0.0003200788050889969,1.0,0.00025665113935247064
203,1.0,0.00033045094460248947,1.0,0.0002486825396772474
204,1.0,0.00031932673300616443,1.0,0.00024361499527003616
205,1.0,0.0003100043395534158,1.0,0.00023698798031546175
206,1.0,0.0003208235721103847,1.0,0.0002270150143885985
207,1.0,0.00029579090187326074,1.0,0.00022295373491942883
208,1.0,0.0002848889271263033,1.0,0.0002235700812889263
209,1.0,0.00029941750108264387,1.0,0.00022679580433759838
210,1.0,0.00031149471760727465,1.0,0.00022582040401175618
211,1.0,0.0002970229252241552,1.0,0.0002275412844028324
212,1.0,0.00029759571771137416,1.0,0.00022512600116897374
213,1.0,0.000283116678474471,1.0,0.00022257003001868725
214,1.0,0.0002960757992696017,1.0,0.00021925610781181604
215,1.0,0.0002729302505031228,1.0,0.000218941320781596
216,1.0,0.000290934054646641,1.0,0.00021842090063728392
217,1.0,0.0002906058798544109,1.0,0.0002227188233518973
218,1.0,0.0002722434583120048,1.0,0.00022329205239657313
219,1.0,0.00027480139397084713,1.0,0.00021648102847393602
220,1.0,0.0002714139118324965,1.0,0.00021080659644212574
221,1.0,0.00026991276536136866,1.0,0.00020608487830031663
222,1.0,0.00026343215722590685,1.0,0.00020435159967746586
223,1.0,0.0002586145419627428,1.0,0.00020562851568683982
224,1.0,0.0002802391245495528,1.0,0.00020442577078938484
225,1.0,0.0002562772133387625,1.0,0.00020228118228260428
226,1.0,0.00024310036678798497,1.0,0.00019875058205798268
227,1.0,0.0002579357533250004,1.0,0.00019717974646482617
228,1.0,0.0002446453145239502,1.0,0.0001941472291946411
229,1.0,0.00027001751004718244,1.0,0.00019167781283613294
230,1.0,0.00023788164253346622,1.0,0.00018793052004184574
231,1.0,0.00023855033214204013,1.0,0.0001892837171908468
232,1.0,0.00022721273126080632,1.0,0.00019403699843678623
233,1.0,0.0002526365569792688,1.0,0.00019858451560139656
234,1.0,0.00024697970366105437,1.0,0.00020058751397300512
235,1.0,0.00025509780971333385,1.0,0.0001955090556293726
236,1.0,0.00022314605303108692,1.0,0.00018883847224060446
237,1.0,0.00023855715699028224,1.0,0.00018199445912614465
238,1.0,0.0002552255755290389,1.0,0.00017790078709367663
239,1.0,0.00024390636826865375,1.0,0.00017491154721938074
240,1.0,0.00023863227397669107,1.0,0.00017441314412280917
241,1.0,0.0002149884239770472,1.0,0.00017149969062302262
242,1.0,0.00021639300393871963,1.0,0.00016983160458039492
243,1.0,0.00021521950839087367,1.0,0.00017040528473444283
244,1.0,0.00021165530779398978,1.0,0.00017239755834452808
245,1.0,0.00022799917496740818,1.0,0.00017496375949122012
246,1.0,0.0002147481864085421,1.0,0.0001751690433593467
247,1.0,0.0002187019563280046,1.0,0.0001752986281644553
248,1.0,0.00020823221711907536,1.0,0.00017246093193534762
249,1.0,0.0002186388010159135,1.0,0.00016871349362190813
