epoch,loss,mae,val_loss,val_mae
0,1.0096954107284546,0.8873048424720764,0.7225659489631653,0.6782223582267761
1,1.000173807144165,0.8836901187896729,0.7391871213912964,0.6791842579841614
2,0.9992722868919373,0.88273686170578,0.7336509227752686,0.6774872541427612
3,0.9935991764068604,0.8803528547286987,0.7297549843788147,0.6755574941635132
4,0.9811568856239319,0.8756762742996216,0.778215765953064,0.6766083240509033
5,0.9657093286514282,0.8686667084693909,0.7563718557357788,0.6666161417961121
6,0.9800338745117188,0.852994978427887,0.6414429545402527,0.6513945460319519
7,0.8996320962905884,0.8350776433944702,0.5515291690826416,0.638183057308197
8,0.8305268287658691,0.8144852519035339,0.8056962490081787,0.665217936038971
9,0.751331627368927,0.7411494851112366,0.45629024505615234,0.612430989742279
10,0.4855138659477234,0.6147137880325317,0.772949755191803,0.6722862720489502
11,0.6639586687088013,0.6962058544158936,0.45750492811203003,0.5012834668159485
12,0.4087417423725128,0.4407746493816376,0.5162309408187866,0.5083798766136169
13,0.35158538818359375,0.47509124875068665,0.3627479672431946,0.5428283214569092
14,0.3065156936645508,0.4949524700641632,0.2818891704082489,0.41325220465660095
15,0.24382293224334717,0.3912774920463562,0.28811725974082947,0.47968703508377075
16,0.3323354125022888,0.46471258997917175,0.22670021653175354,0.42986392974853516
17,0.257235586643219,0.4236415922641754,0.28694039583206177,0.39097756147384644
18,0.21480947732925415,0.33504852652549744,0.19283519685268402,0.375097393989563
19,0.1724466234445572,0.32994702458381653,0.24029026925563812,0.41240307688713074
20,0.15037930011749268,0.297256737947464,0.28387343883514404,0.3960341215133667
21,0.20356664061546326,0.32458996772766113,0.2423650175333023,0.3866869807243347
22,0.14662900567054749,0.28308960795402527,0.1845388263463974,0.3704787492752075
23,0.1469302922487259,0.30182918906211853,0.14403268694877625,0.31229692697525024
24,0.1409865766763687,0.2879190742969513,0.15318968892097473,0.29803135991096497
25,0.1262223720550537,0.2771596908569336,0.15424330532550812,0.33684322237968445
26,0.13041755557060242,0.2802585959434509,0.15857812762260437,0.3227570354938507
27,0.11946029216051102,0.2754988372325897,0.17143869400024414,0.31536048650741577
28,0.11964878439903259,0.2679153084754944,0.15384849905967712,0.3232671320438385
29,0.11931991577148438,0.27039799094200134,0.1548367142677307,0.3277833163738251
30,0.13351000845432281,0.2803647518157959,0.13993798196315765,0.2961152493953705
31,0.13177905976772308,0.26568323373794556,0.14435316622257233,0.2818102538585663
32,0.11575869470834732,0.26480868458747864,0.13125135004520416,0.2941960096359253
33,0.11538831889629364,0.27045953273773193,0.21331022679805756,0.367595374584198
34,0.15412920713424683,0.2986883819103241,0.1266959309577942,0.2699073553085327
35,0.14291438460350037,0.3318997025489807,0.1200888529419899,0.2674400210380554
36,0.10730410367250443,0.2536121904850006,0.24332104623317719,0.40830284357070923
37,0.18041998147964478,0.3555005192756653,0.11648020148277283,0.26390230655670166
38,0.14466889202594757,0.31958502531051636,0.13059177994728088,0.2899709939956665
39,0.14238423109054565,0.3203177750110626,0.18618938326835632,0.3244670033454895
40,0.1347358077764511,0.2806488275527954,0.12181961536407471,0.29115062952041626
41,0.16304679214954376,0.33900710940361023,0.1186966523528099,0.2670200765132904
42,0.14889642596244812,0.31994330883026123,0.11894015222787857,0.24788524210453033
43,0.12257540971040726,0.274399995803833,0.128696009516716,0.277595579624176
44,0.12964211404323578,0.3034191429615021,0.20754827558994293,0.3619014322757721
45,0.13708245754241943,0.266743004322052,0.11607356369495392,0.24918720126152039
46,0.11688682436943054,0.2844109535217285,0.14123691618442535,0.3059743642807007
47,0.12913326919078827,0.262021005153656,0.17263665795326233,0.2976199984550476
48,0.12467631697654724,0.25277048349380493,0.16960397362709045,0.2976624071598053
49,0.11413542181253433,0.2472369521856308,0.11888330429792404,0.27263060212135315
50,0.1101951003074646,0.24528071284294128,0.12056251615285873,0.26841285824775696
51,0.1035902127623558,0.23622451722621918,0.12071400135755539,0.2673906683921814
52,0.09892252832651138,0.23052580654621124,0.10847990959882736,0.24630902707576752
53,0.09984195977449417,0.22113144397735596,0.11685927212238312,0.23994790017604828
54,0.11546308547258377,0.22718429565429688,0.2075435370206833,0.32124802470207214
55,0.11734257638454437,0.22152048349380493,0.09567257016897202,0.21433322131633759
56,0.1001015231013298,0.20936578512191772,0.10386525839567184,0.22108037769794464
57,0.09847450256347656,0.21960942447185516,0.12776753306388855,0.24098049104213715
58,0.09468617290258408,0.2123090624809265,0.09825269877910614,0.2183406502008438
59,0.10849599540233612,0.21785534918308258,0.09116318821907043,0.2072390764951706
60,0.08655129373073578,0.2069568932056427,0.09712272137403488,0.2124679833650589
61,0.08413339406251907,0.20717914402484894,0.0932927131652832,0.20199988782405853
62,0.08431634306907654,0.20069348812103271,0.12054133415222168,0.21845102310180664
63,0.1029544472694397,0.21481484174728394,0.09381826221942902,0.20231859385967255
64,0.1125694140791893,0.22247867286205292,0.10715710371732712,0.2419416755437851
65,0.09269360452890396,0.19783027470111847,0.2232770174741745,0.35162800550460815
66,0.11777054518461227,0.23802120983600616,0.12758678197860718,0.24655787646770477
67,0.08492686599493027,0.19260630011558533,0.08714547753334045,0.1991168111562729
68,0.0940059944987297,0.20332902669906616,0.18400099873542786,0.3182615637779236
69,0.11515756696462631,0.23235082626342773,0.1340634524822235,0.2546441853046417
70,0.08022133260965347,0.19224706292152405,0.0866050273180008,0.2010524868965149
71,0.09612401574850082,0.20661978423595428,0.11663182079792023,0.2202102094888687
72,0.0854441449046135,0.20024806261062622,0.1537240892648697,0.2900538444519043
73,0.08033498376607895,0.20021896064281464,0.07698006182909012,0.18380165100097656
74,0.07304473966360092,0.17821724712848663,0.09042730927467346,0.1842392385005951
75,0.06039150059223175,0.1692802608013153,0.08861715346574783,0.19296829402446747
76,0.05490198731422424,0.16319826245307922,0.11954910308122635,0.2020750790834427
77,0.06778962910175323,0.16651271283626556,0.0966997891664505,0.24847067892551422
78,0.07080554217100143,0.1981123834848404,0.09291227161884308,0.18194743990898132
79,0.04989973455667496,0.1525314599275589,0.08699621260166168,0.2047017216682434
80,0.044211678206920624,0.14883995056152344,0.12554816901683807,0.22124315798282623
81,0.04990587383508682,0.15320229530334473,0.10318049788475037,0.24979576468467712
82,0.08570645749568939,0.19701753556728363,0.0608622245490551,0.16854150593280792
83,0.0506010428071022,0.15642258524894714,0.060351308435201645,0.18553955852985382
84,0.05526711791753769,0.16970188915729523,0.1306302398443222,0.25159624218940735
85,0.049075160175561905,0.15052860975265503,0.08020282536745071,0.22956569492816925
86,0.05377263203263283,0.15427307784557343,0.21395152807235718,0.3412460684776306
87,0.0913798063993454,0.20799914002418518,0.0650600716471672,0.20816388726234436
88,0.04607907310128212,0.15509290993213654,0.11000002920627594,0.23609186708927155
89,0.05202531814575195,0.18043974041938782,0.07071343064308167,0.2093178629875183
90,0.036623161286115646,0.14530479907989502,0.03391506150364876,0.129090815782547
91,0.030541030690073967,0.1349702775478363,0.043550796806812286,0.10694079101085663
92,0.027616215869784355,0.1121421754360199,0.06732624024152756,0.21581700444221497
93,0.03997955471277237,0.1477721780538559,0.06509175151586533,0.2106238752603531
94,0.030669154599308968,0.1335153728723526,0.10929007083177567,0.21594122052192688
95,0.03688078746199608,0.13483840227127075,0.17031215131282806,0.31805145740509033
96,0.09058544039726257,0.23061056435108185,0.1514824777841568,0.29039445519447327
97,0.060085974633693695,0.1669350415468216,0.05987679213285446,0.20731960237026215
98,0.04193679988384247,0.17283402383327484,0.05587037652730942,0.1777176558971405
99,0.031164461746811867,0.14540883898735046,0.06409620493650436,0.19273485243320465
100,0.02186441794037819,0.11860088258981705,0.0667928159236908,0.2013186812400818
101,0.03532550856471062,0.16275368630886078,0.048353079706430435,0.15489977598190308
102,0.024973077699542046,0.1143280491232872,0.029557716101408005,0.12086835503578186
103,0.020648470148444176,0.11619573086500168,0.07109073549509048,0.2253793179988861
104,0.03711533546447754,0.15575601160526276,0.1286117434501648,0.2300536334514618
105,0.05145755410194397,0.16993476450443268,0.10126432031393051,0.2569674849510193
106,0.042054757475852966,0.1549898236989975,0.06563984602689743,0.20544221997261047
107,0.012397301383316517,0.09554171562194824,0.041920263320207596,0.15555046498775482
108,0.015470314770936966,0.08643833547830582,0.04003417119383812,0.1070249080657959
109,0.015417592599987984,0.09053037315607071,0.057258669286966324,0.18165720999240875
110,0.031734321266412735,0.12594951689243317,0.0812937319278717,0.19672441482543945
